# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed Sep 25 23:42:45 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# TESS + 2MASS (Vegamags) + Kepler + SDSS <i>griz</i> + DDO51 (in ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
,Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,TESSmag,Jmag,Hmag,Ksmag,Keplermag,gmag,rmag,imag,zmag,DDO51_finfmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
149,0.0152,0.015080000000000001,9.0,2.125446558,2.5735151768,2.124,1.9569999999999999,3.6723,2.449,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002316,0.006215,-1.0,0.015369999999999998,-0.12300000000000001,-0.731,-1.6,-2.1519999999999997,-2.247,-0.006999999999999999,0.7979999999999999,-0.083,-0.34700000000000003,-0.496,0.578,-0.067,0.47100000000000003,0.515,-0.736
150,0.0152,0.015080000000000001,9.0,2.1257014275,2.5735244750999997,2.125,1.916,3.6753,2.502,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002316,0.006215,-1.0,0.015369999999999998,-0.021,-0.631,-1.4869999999999999,-2.031,-2.123,0.086,0.871,0.01,-0.248,-0.392,0.65,0.026000000000000002,0.5539999999999999,0.597,-0.636
151,0.0152,0.015080000000000001,9.0,2.1260733604,2.5735383034,2.125,1.871,3.6786,2.5610000000000004,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002317,0.006215,-1.0,0.015369999999999998,0.09300000000000001,-0.521,-1.3630000000000002,-1.8969999999999998,-1.9880000000000002,0.188,0.956,0.11199999999999999,-0.14,-0.27699999999999997,0.733,0.128,0.647,0.69,-0.526
152,0.0152,0.015080000000000001,9.0,2.1263694763,2.5735492706,2.125,1.8319999999999999,3.6814,2.612,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002317,0.006215,-1.0,0.015369999999999998,0.191,-0.426,-1.256,-1.7819999999999998,-1.87,0.27699999999999997,1.03,0.2,-0.045,-0.17800000000000002,0.807,0.217,0.7290000000000001,0.7709999999999999,-0.431
153,0.0152,0.015080000000000001,9.0,2.1266489029,2.5735595226,2.125,1.796,3.684,2.657,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002317,0.006215,-1.0,0.015369999999999998,0.27899999999999997,-0.34,-1.16,-1.6780000000000002,-1.764,0.35700000000000004,1.0979999999999999,0.28,0.039,-0.08900000000000001,0.8740000000000001,0.297,0.802,0.8440000000000001,-0.34600000000000003
154,0.0152,0.015080000000000001,9.0,2.1271350384,2.573577404,2.126,1.745,3.6877,2.7230000000000003,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002317,0.006214,-1.0,0.015369999999999998,0.40700000000000003,-0.215,-1.02,-1.527,-1.611,0.473,1.195,0.396,0.163,0.04,0.971,0.413,0.909,0.95,-0.221
155,0.0152,0.015080000000000001,9.0,2.1277003288,2.5735983849,2.126,1.702,3.6909,2.779,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6789,0.3058,0.001707,0.002317,0.006214,-1.0,0.015369999999999998,0.514,-0.11,-0.903,-1.4,-1.482,0.5710000000000001,1.278,0.494,0.267,0.15,1.052,0.511,0.9990000000000001,1.04,-0.11699999999999999
156,0.0152,0.015080000000000001,9.0,2.1284861565,2.5736272335,2.127,1.66,3.6942,2.8339999999999996,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6788,0.3058,0.001707,0.002318,0.006214,-1.0,0.015369999999999998,0.62,-0.006,-0.7859999999999999,-1.274,-1.354,0.6679999999999999,1.358,0.59,0.369,0.257,1.133,0.607,1.087,1.127,-0.013000000000000001
157,0.0152,0.015080000000000001,9.0,2.1298422812999998,2.5736773014,2.129,1.619,3.6976,2.889,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6788,0.3058,0.001707,0.002318,0.006213000000000001,-1.0,0.015369999999999998,0.722,0.094,-0.672,-1.15,-1.228,0.76,1.4340000000000002,0.6829999999999999,0.46799999999999997,0.36200000000000004,1.209,0.7,1.171,1.2109999999999999,0.087
158,0.0152,0.015080000000000001,9.0,2.1306061745,2.5737054348,2.129,1.6059999999999999,3.6988,2.907,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6788,0.3058,0.001707,0.0023190000000000003,0.006213000000000001,-1.0,0.015369999999999998,0.754,0.126,-0.636,-1.111,-1.188,0.789,1.4580000000000002,0.7120000000000001,0.499,0.395,1.232,0.7290000000000001,1.197,1.236,0.11800000000000001
159,0.0152,0.015080000000000001,9.0,2.1331858635,2.573800087,2.1319999999999997,1.611,3.6988,2.903,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6788,0.3058,0.0017059999999999998,0.00232,0.006212,-1.0,0.015369999999999998,0.743,0.115,-0.647,-1.122,-1.199,0.778,1.4469999999999998,0.701,0.488,0.384,1.2209999999999999,0.718,1.186,1.225,0.107
160,0.0152,0.015080000000000001,9.0,2.1500000954,2.574410677,2.149,1.632,3.6991,2.887,4,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6786,0.306,0.0017050000000000001,0.002327,0.006206000000000001,-1.0,0.015369999999999998,0.69,0.062,-0.6990000000000001,-1.172,-1.249,0.725,1.391,0.648,0.435,0.331,1.1640000000000001,0.664,1.1320000000000001,1.171,0.054000000000000006
161,0.0152,0.015080000000000001,9.0,2.175093174,2.5753018856,2.174,1.6680000000000001,3.6995,2.8569999999999998,5,0.0,0.366,0.0,0.0,-1,-1e-30,0.0,0.6783,0.3063,0.001703,0.002341,0.006193,-1.0,0.015369999999999998,0.601,-0.027000000000000003,-0.787,-1.2590000000000001,-1.3359999999999999,0.635,1.2990000000000002,0.5579999999999999,0.34600000000000003,0.242,1.07,0.574,1.04,1.08,-0.035
162,0.0152,0.015080000000000001,9.0,2.2000000477,2.5761635303,2.199,1.706,3.6996,2.824,5,0.0,0.36700000000000005,0.0,0.0,-1,-1e-30,0.0,0.678,0.3066,0.0017010000000000003,0.0023539999999999998,0.00618,-1.0,0.015369999999999998,0.504,-0.124,-0.883,-1.355,-1.432,0.537,1.2009999999999998,0.46,0.249,0.145,0.97,0.47600000000000003,0.9420000000000001,0.982,-0.132
163,0.0152,0.015080000000000001,9.0,2.2159650325999998,2.5767040253,2.215,1.734,3.6995,2.799,5,0.0,0.36700000000000005,0.0,0.0,-1,-1e-30,0.0,0.6779,0.3067,0.0017,0.002361,0.006175,-1.0,0.015369999999999998,0.435,-0.193,-0.953,-1.4240000000000002,-1.501,0.469,1.133,0.392,0.18,0.077,0.9009999999999999,0.408,0.8740000000000001,0.914,-0.201
164,0.0152,0.015080000000000001,9.0,2.23716712,2.5774080753,2.2359999999999998,1.7730000000000001,3.6988,2.762,5,0.0,0.36700000000000005,0.0,0.0,-1,-1e-30,0.0,0.6778,0.3069,0.0016989999999999998,0.002369,0.006167,-1.0,0.015369999999999998,0.33799999999999997,-0.29,-1.052,-1.526,-1.6030000000000002,0.373,1.04,0.29600000000000004,0.084,-0.021,0.807,0.313,0.78,0.82,-0.298
165,0.0152,0.015080000000000001,9.0,2.25,2.5778269768,2.249,1.798,3.6981,2.737,5,0.0,0.36700000000000005,0.0,0.0,-1,-1e-30,0.0,0.6777,0.307,0.001698,0.002375,0.006163,-1.0,0.015369999999999998,0.276,-0.35200000000000004,-1.117,-1.5919999999999999,-1.67,0.313,0.9840000000000001,0.23600000000000002,0.022000000000000002,-0.084,0.7490000000000001,0.253,0.722,0.7609999999999999,-0.359
166,0.0152,0.015080000000000001,9.0,2.2634665966,2.5782604218,2.262,1.825,3.697,2.707,5,0.0,0.36700000000000005,0.0,0.0,-1,-1e-30,0.0,0.6775,0.3071,0.001697,0.002381,0.006156,-1.0,0.015380000000000001,0.207,-0.42,-1.19,-1.6680000000000001,-1.7469999999999999,0.247,0.9229999999999999,0.17,-0.046,-0.154,0.688,0.18600000000000003,0.659,0.698,-0.428
167,0.0152,0.015080000000000001,9.0,2.2683622837,2.5784165859,2.267,1.837,3.6963,2.693,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6774,0.3072,0.001697,0.0023829999999999997,0.006154,-1.0,0.015390000000000001,0.177,-0.449,-1.222,-1.702,-1.781,0.22,0.899,0.14300000000000002,-0.075,-0.183,0.664,0.159,0.633,0.6729999999999999,-0.456
168,0.0152,0.015080000000000001,9.0,2.2834441662000002,2.5788929462,2.282,1.881,3.6927,2.638,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6772,0.3074,0.001696,0.002391,0.006147,-1.0,0.0154,0.067,-0.557,-1.344,-1.835,-1.916,0.11900000000000001,0.815,0.043,-0.18100000000000002,-0.29600000000000004,0.58,0.059000000000000004,0.542,0.5820000000000001,-0.564
169,0.0152,0.015080000000000001,9.0,2.2918374538,2.5791547298,2.29,1.9040000000000001,3.6912,2.611,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002395,0.006143,-1.0,0.01541,0.01,-0.614,-1.4069999999999998,-1.902,-1.984,0.066,0.768,-0.011000000000000001,-0.23800000000000002,-0.355,0.532,0.005,0.49200000000000005,0.532,-0.621
170,0.0152,0.015080000000000001,9.0,2.2957410812,2.5792758465,2.294,1.946,3.6866,2.551,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002397,0.006141,-1.0,0.01541,-0.094,-0.715,-1.525,-2.0340000000000003,-2.12,-0.024,0.701,-0.10099999999999999,-0.336,-0.461,0.466,-0.084,0.413,0.455,-0.721
171,0.0152,0.015080000000000001,9.0,2.2969958781999997,2.5793147087,2.296,1.992,3.682,2.487,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002397,0.006141,-1.0,0.01541,-0.21,-0.8270000000000001,-1.656,-2.178,-2.267,-0.126,0.623,-0.20199999999999999,-0.446,-0.579,0.389,-0.18600000000000003,0.324,0.366,-0.8320000000000001
172,0.0152,0.015080000000000001,9.0,2.2974917889,2.5793299675,2.296,2.037,3.6778,2.425,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002397,0.00614,-1.0,0.01541,-0.324,-0.938,-1.784,-2.318,-2.41,-0.22699999999999998,0.5479999999999999,-0.303,-0.556,-0.695,0.315,-0.28600000000000003,0.23600000000000002,0.27899999999999997,-0.943
173,0.0152,0.015080000000000001,9.0,2.2977018356,2.5793364048,2.296,2.081,3.674,2.366,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002398,0.00614,-1.0,0.01541,-0.433,-1.044,-1.906,-2.451,-2.546,-0.32299999999999995,0.475,-0.4,-0.6609999999999999,-0.8059999999999999,0.245,-0.38299999999999995,0.151,0.195,-1.0490000000000002
174,0.0152,0.015080000000000001,9.0,2.2978007793,2.5793395042,2.296,2.123,3.6704,2.31,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002398,0.00614,-1.0,0.01541,-0.5379999999999999,-1.146,-2.022,-2.577,-2.675,-0.41600000000000004,0.405,-0.493,-0.7609999999999999,-0.9129999999999999,0.175,-0.47600000000000003,0.069,0.114,-1.15
175,0.0152,0.015080000000000001,9.0,2.2978482246,2.5793409348,2.296,2.154,3.6678,2.2680000000000002,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002398,0.00614,-1.0,0.01541,-0.615,-1.2209999999999999,-2.108,-2.6710000000000003,-2.7710000000000004,-0.484,0.354,-0.561,-0.835,-0.991,0.127,-0.544,0.01,0.054000000000000006,-1.225
176,0.0152,0.015080000000000001,9.0,2.2978527546,2.5793411732,2.296,2.157,3.6675,2.2640000000000002,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002398,0.00614,-1.0,0.01541,-0.624,-1.229,-2.117,-2.681,-2.781,-0.491,0.349,-0.568,-0.8420000000000001,-0.9990000000000001,0.122,-0.551,0.004,0.048,-1.2329999999999999
177,0.0152,0.015080000000000001,9.0,2.2979097366,2.5793428421,2.296,2.182,3.6656,2.231,6,0.0,0.368,0.0,0.0,-1,-1e-30,0.0,0.6771,0.3075,0.001695,0.002398,0.00614,-1.0,0.01541,-0.685,-1.288,-2.184,-2.7539999999999996,-2.855,-0.545,0.308,-0.621,-0.9,-1.061,0.083,-0.604,-0.044000000000000004,0.001,-1.291
178,0.0152,0.015080000000000001,9.0,2.2980043888,2.5793459415,2.2969999999999997,2.1830000000000003,3.6655,2.23,7,0.0,0.368,0.0,0.0,-1,-1.04e-30,0.0,0.6771,0.3075,0.001695,0.002398,0.00614,-1.0,0.01541,-0.688,-1.291,-2.188,-2.7569999999999997,-2.859,-0.5479999999999999,0.305,-0.625,-0.904,-1.064,0.08,-0.608,-0.047,-0.002,-1.295
179,0.0152,0.015080000000000001,9.0,2.298396349,2.5793578625,2.2969999999999997,2.1590000000000003,3.6676,2.262,7,0.0,0.368,0.0,0.0,-1,-1.6000000000000001e-28,0.0,0.677,0.3075,0.001695,0.002398,0.00614,-1.0,0.015430000000000001,-0.628,-1.234,-2.122,-2.685,-2.785,-0.496,0.344,-0.573,-0.847,-1.004,0.11599999999999999,-0.556,-0.002,0.043,-1.238
180,0.0152,0.015080000000000001,9.0,2.2999999523,2.5794074535,2.299,2.175,3.6663,2.242,7,0.0,0.368,0.0,0.0,-1,-6.22e-19,0.0,0.677,0.3074,0.001695,0.0023989999999999997,0.006139,-1.0,0.01553,-0.667,-1.271,-2.164,-2.7310000000000003,-2.832,-0.53,0.318,-0.606,-0.884,-1.042,0.092,-0.589,-0.031,0.013999999999999999,-1.274
181,0.0152,0.015080000000000001,9.0,2.3011426926,2.5794425011,2.3,2.191,3.665,2.22,7,0.0,0.368,0.0,0.0,-1,-2.65e-12,0.0,0.677,0.3074,0.001695,0.0023989999999999997,0.006139,-1.0,0.0156,-0.708,-1.311,-2.21,-2.781,-2.883,-0.5660000000000001,0.29100000000000004,-0.643,-0.9229999999999999,-1.084,0.065,-0.626,-0.063,-0.018000000000000002,-1.314
182,0.0152,0.015080000000000001,9.0,2.3021588326,2.5794739722999998,2.301,2.228,3.662,2.1719999999999997,7,0.0,0.368,0.0,0.0,-1,-7.66e-11,0.0,0.677,0.3074,0.001695,0.0023989999999999997,0.006139,-1.0,0.015609999999999999,-0.799,-1.3980000000000001,-2.31,-2.889,-2.9939999999999998,-0.6459999999999999,0.231,-0.722,-1.0090000000000001,-1.176,0.008,-0.706,-0.133,-0.08800000000000001,-1.401
183,0.0152,0.015080000000000001,9.0,2.3029012680000003,2.5794966221,2.301,2.265,3.659,2.123,7,0.0,0.368,0.0,0.0,-1,-9.549999999999999e-11,0.0,0.677,0.3074,0.001695,0.0024,0.006138,-1.0,0.015609999999999999,-0.892,-1.4869999999999999,-2.411,-3.0,-3.1069999999999998,-0.727,0.171,-0.8029999999999999,-1.097,-1.268,-0.05,-0.7859999999999999,-0.204,-0.158,-1.489
184,0.0152,0.015080000000000001,9.0,2.3035054207,2.5795152187,2.302,2.303,3.6559,2.073,7,0.0,0.368,0.0,0.0,-1,-1.1599999999999999e-10,0.0,0.677,0.3074,0.001695,0.0024,0.006138,-1.0,0.015609999999999999,-0.988,-1.578,-2.516,-3.114,-3.2239999999999998,-0.81,0.11,-0.885,-1.187,-1.364,-0.106,-0.87,-0.27699999999999997,-0.231,-1.581
185,0.0152,0.015080000000000001,9.0,2.3040165901,2.5795309544,2.302,2.343,3.6527,2.02,7,0.0,0.368,0.0,0.0,-1,-1.3999999999999998e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024,0.006138,-1.0,0.015609999999999999,-1.087,-1.673,-2.625,-3.2319999999999998,-3.346,-0.895,0.048,-0.97,-1.28,-1.463,-0.16399999999999998,-0.955,-0.35100000000000003,-0.305,-1.675
186,0.0152,0.015080000000000001,9.0,2.3044540882,2.5795443058000003,2.303,2.384,3.6493,1.965,7,0.0,0.368,0.0,0.0,-1,-1.71e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024,0.006138,-1.0,0.015609999999999999,-1.1909999999999998,-1.771,-2.738,-3.352,-3.47,-0.985,-0.017,-1.0590000000000002,-1.376,-1.5659999999999998,-0.233,-1.045,-0.43,-0.382,-1.7719999999999998
187,0.0152,0.015080000000000001,9.0,2.3048350811000002,2.5795559883,2.303,2.438,3.6448,1.893,7,0.0,0.368,0.0,0.0,-1,-2.2000000000000002e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024,0.006138,-1.0,0.015609999999999999,-1.3259999999999998,-1.896,-2.883,-3.505,-3.63,-1.0979999999999999,-0.099,-1.171,-1.5,-1.6969999999999998,-0.32899999999999996,-1.159,-0.529,-0.48100000000000004,-1.8969999999999998
188,0.0152,0.015080000000000001,9.0,2.3051726818000002,2.5795664787,2.303,2.488,3.6407,1.827,7,0.0,0.368,0.0,0.0,-1,-2.82e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024,0.006138,-1.0,0.015609999999999999,-1.4509999999999998,-2.012,-3.017,-3.6460000000000004,-3.779,-1.204,-0.177,-1.275,-1.614,-1.818,-0.42100000000000004,-1.264,-0.622,-0.573,-2.012
189,0.0152,0.015080000000000001,9.0,2.3054764271,2.5795757771,2.303,2.53,3.6373,1.771,7,0.0,0.368,0.0,0.0,-1,-3.44e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024,0.006137,-1.0,0.015609999999999999,-1.556,-2.108,-3.1289999999999996,-3.763,-3.9019999999999997,-1.291,-0.242,-1.36,-1.7080000000000002,-1.919,-0.502,-1.3530000000000002,-0.6990000000000001,-0.6509999999999999,-2.108
190,0.0152,0.015080000000000001,9.0,2.3057568073,2.5795843600999997,2.3040000000000003,2.571,3.6317,1.7080000000000002,7,0.0,0.368,0.0,0.0,-1,-4.22e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024010000000000004,0.006137,-1.0,0.015609999999999999,-1.6580000000000001,-2.195,-3.241,-3.888,-4.0360000000000005,-1.3630000000000002,-0.27899999999999997,-1.4280000000000002,-1.7919999999999998,-2.013,-0.552,-1.425,-0.753,-0.7040000000000001,-2.194
191,0.0152,0.015080000000000001,9.0,2.3060109615,2.5795922279,2.3040000000000003,2.61,3.6286,1.6569999999999998,7,0.0,0.368,0.0,0.0,-1,-5.05e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024010000000000004,0.006137,-1.0,0.015609999999999999,-1.754,-2.282,-3.343,-3.9939999999999998,-4.149,-1.442,-0.33899999999999997,-1.505,-1.8769999999999998,-2.105,-0.629,-1.505,-0.823,-0.774,-2.28
192,0.0152,0.015080000000000001,9.0,2.3062500954,2.5795993805,2.3040000000000003,2.647,3.6249,1.605,7,0.0,0.368,0.0,0.0,-1,-6.02e-10,0.0,0.677,0.3074,0.0016940000000000002,0.0024010000000000004,0.006137,-1.0,0.015609999999999999,-1.848,-2.363,-3.444,-4.102,-4.263,-1.514,-0.389,-1.5719999999999998,-1.9569999999999999,-2.193,-0.695,-1.577,-0.883,-0.8340000000000001,-2.3609999999999998
193,0.0152,0.015080000000000001,9.0,2.3064775467,2.5796065331,2.3040000000000003,2.6839999999999997,3.6211,1.5530000000000002,7,0.0,0.368,0.0,0.0,-1,-7.22e-10,0.0,0.677,0.3074,0.001693,0.002402,0.006137,-1.0,0.015609999999999999,-1.939,-2.443,-3.5410000000000004,-4.207,-4.376,-1.584,-0.43799999999999994,-1.639,-2.0340000000000003,-2.278,-0.762,-1.6480000000000001,-0.9420000000000001,-0.893,-2.44
194,0.0152,0.015080000000000001,9.0,2.3066964149,2.5796132088,2.3040000000000003,2.72,3.618,1.505,7,0.0,0.36700000000000005,0.0,0.0,-1,-8.55e-10,0.0,0.677,0.3074,0.0016920000000000001,0.002404,0.006137,-1.0,0.015609999999999999,-2.03,-2.523,-3.637,-4.308,-4.4830000000000005,-1.655,-0.493,-1.7069999999999999,-2.112,-2.363,-0.836,-1.72,-1.005,-0.955,-2.519
195,0.0152,0.015080000000000001,9.0,2.3069105147999998,2.5796196461000003,2.3040000000000003,2.7560000000000002,3.6151,1.4569999999999999,7,0.0,0.36700000000000005,0.0,0.0,-1,-1.01e-09,0.0,0.677,0.3074,0.0016899999999999999,0.002405,0.006137,-1.0,0.015609999999999999,-2.12,-2.6039999999999996,-3.734,-4.413,-4.593,-1.726,-0.54,-1.7730000000000001,-2.191,-2.45,-0.888,-1.7919999999999998,-1.064,-1.014,-2.5989999999999998
196,0.0152,0.015080000000000001,9.0,2.3071246147,2.5796263218,2.3040000000000003,2.7939999999999996,3.612,1.406,7,0.0,0.36700000000000005,0.0,0.0,-1,-1.21e-09,0.0,0.677,0.3074,0.001689,0.0024059999999999997,0.006137,-1.0,0.015609999999999999,-2.214,-2.688,-3.835,-4.523,-4.708,-1.7990000000000002,-0.589,-1.8419999999999999,-2.273,-2.541,-0.9390000000000001,-1.8659999999999999,-1.124,-1.074,-2.6830000000000003
197,0.0152,0.015080000000000001,9.0,2.3073394299000003,2.5796327591,2.303,2.84,3.6081,1.345,7,0.0,0.366,0.0,0.0,-1,-1.51e-09,0.0,0.677,0.3074,0.0016870000000000001,0.002408,0.006137,-1.0,0.015609999999999999,-2.329,-2.79,-3.9589999999999996,-4.658,-4.848,-1.8869999999999998,-0.6459999999999999,-1.9240000000000002,-2.372,-2.6510000000000002,-0.9990000000000001,-1.956,-1.196,-1.146,-2.784
198,0.0152,0.015080000000000001,9.0,2.3075363636,2.5796387196,2.303,2.908,3.6023,1.253,7,0.0,0.366,0.0,0.0,-1,-2.0600000000000003e-09,0.0,0.677,0.3074,0.001685,0.002411,0.006137,-1.0,0.015609999999999999,-2.501,-2.9410000000000003,-4.143,-4.8580000000000005,-5.059,-2.015,-0.725,-2.039,-2.5180000000000002,-2.815,-1.084,-2.086,-1.297,-1.246,-2.9330000000000003
199,0.0152,0.015080000000000001,9.0,2.3076479435,2.5796422958000003,2.303,2.969,3.5969,1.171,7,0.0,0.366,0.0,0.0,-1,-2.7399999999999996e-09,0.0,0.677,0.3074,0.001684,0.0024129999999999998,0.006137,-1.0,0.015609999999999999,-2.653,-3.073,-4.308,-5.038,-5.247000000000001,-2.124,-0.789,-2.134,-2.645,-2.9610000000000003,-1.155,-2.198,-1.379,-1.328,-3.063
200,0.0152,0.015080000000000001,9.0,2.3077178001,2.5796444416,2.303,3.014,3.5929,1.11,7,0.0,0.365,0.0,0.0,-1,-3.3799999999999995e-09,0.0,0.677,0.3074,0.0016829999999999998,0.002414,0.006137,-1.0,0.015609999999999999,-2.765,-3.168,-4.428999999999999,-5.17,-5.386,-2.201,-0.833,-2.198,-2.736,-3.068,-1.204,-2.278,-1.436,-1.385,-3.156
201,0.0152,0.015080000000000001,9.0,2.3077747822,2.5796461105,2.303,3.051,3.5896,1.0590000000000002,7,0.0,0.365,0.0,0.0,-1,-4e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-2.858,-3.247,-4.53,-5.28,-5.501,-2.265,-0.868,-2.251,-2.812,-3.157,-1.244,-2.344,-1.4809999999999999,-1.43,-3.234
202,0.0152,0.015080000000000001,9.0,2.3078267574,2.5796477794999997,2.302,3.085,3.5865,1.013,7,0.0,0.365,0.0,0.0,-1,-4.66e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-2.9419999999999997,-3.3160000000000003,-4.621,-5.379,-5.606,-2.318,-0.894,-2.29,-2.877,-3.237,-1.275,-2.399,-1.515,-1.464,-3.301
203,0.0152,0.015080000000000001,9.0,2.3078775406,2.57964921,2.302,3.116,3.5836,0.97,7,0.0,0.365,0.0,0.0,-1,-5.320000000000001e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-3.0210000000000004,-3.3810000000000002,-4.706,-5.472,-5.702999999999999,-2.366,-0.9159999999999999,-2.324,-2.938,-3.3110000000000004,-1.3030000000000002,-2.45,-1.545,-1.494,-3.364
204,0.0152,0.015080000000000001,9.0,2.3079304695,2.5796508789,2.302,3.147,3.5807,0.9279999999999999,7,0.0,0.365,0.0,0.0,-1,-6.16e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-3.097,-3.444,-4.79,-5.563,-5.8,-2.414,-0.9359999999999999,-2.358,-2.998,-3.384,-1.33,-2.5,-1.574,-1.5230000000000001,-3.426
205,0.0152,0.015080000000000001,9.0,2.3079857826,2.5796525478,2.301,3.176,3.5778,0.887,7,0.0,0.365,0.0,0.0,-1,-7.03e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-3.1710000000000003,-3.5010000000000003,-4.871,-5.651,-5.892,-2.452,-0.9470000000000001,-2.376,-3.051,-3.4539999999999997,-1.348,-2.542,-1.589,-1.538,-3.4810000000000003
206,0.0152,0.015080000000000001,9.0,2.3080458641,2.5796544552,2.301,3.207,3.5748,0.8440000000000001,7,0.0,0.365,0.0,0.0,-1,-8.03e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-3.2460000000000004,-3.5589999999999997,-4.955,-5.742000000000001,-5.9879999999999995,-2.489,-0.953,-2.39,-3.1039999999999996,-3.525,-1.364,-2.583,-1.6,-1.5490000000000002,-3.537
207,0.0152,0.015080000000000001,9.0,2.3081102371,2.5796563625,2.3,3.236,3.5718,0.8029999999999999,7,0.0,0.365,0.0,0.0,-1,-9.150000000000001e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-3.32,-3.615,-5.037,-5.831,-6.082000000000001,-2.525,-0.96,-2.404,-3.155,-3.594,-1.379,-2.622,-1.61,-1.5590000000000002,-3.591
208,0.0152,0.015080000000000001,9.0,2.3081552982,2.579657793,2.3,3.25,3.5704,0.7829999999999999,7,0.0,0.365,0.0,0.0,-1,-9.8e-09,0.0,0.677,0.3074,0.0016820000000000001,0.002415,0.006137,-1.0,0.015609999999999999,-3.355,-3.642,-5.075,-5.872000000000001,-6.126,-2.543,-0.963,-2.411,-3.18,-3.627,-1.3869999999999998,-2.641,-1.6159999999999999,-1.565,-3.617
